iter	Passed	Remaining
1668	19654	98108
1669	19666	98099
1670	19679	98089
1671	19691	98080
1672	19703	98069
1673	19715	98057
1674	19727	98046
1675	19738	98035
1676	19751	98025
1677	19763	98018
1678	19776	98009
1679	19788	98002
1680	19799	97984
1681	19812	97976
1682	19824	97967
1683	19836	97959
1684	19848	97945
1685	19859	97929
1686	19870	97914
1687	19882	97904
1688	19893	97888
1689	19905	97878
1690	19918	97872
1691	19930	97861
1692	19942	97850
1693	19954	97840
1694	19965	97827
1695	19977	97815
1696	19988	97801
1697	20001	97790
1698	20013	97782
1699	20024	97768
1700	20037	97761
1701	20048	97746
1702	20060	97734
1703	20070	97715
1704	20082	97705
1705	20094	97692
1706	20106	97683
1707	20118	97669
1708	20130	97661
1709	20142	97649
1710	20153	97635
1711	20164	97619
1712	20176	97609
1713	20188	97595
1714	20199	97583
1715	20211	97573
1716	20223	97559
1717	20235	97551
1718	20248	97542
1719	20260	97530
1720	20271	97515
1721	20283	97506
1722	20295	97497
1723	20307	97487
1724	20320	97478
1725	20332	97468
1726	20345	97460
1727	20356	97446
1728	20368	97435
1729	20380	97426
1730	20392	97414
1731	20404	97402
1732	20415	97388
1733	20427	97379
1734	20437	97359
1735	20449	97347
1736	20461	97337
1737	20473	97327
1738	20486	97320
1739	20497	97304
1740	20509	97294
1741	20521	97281
1742	20532	97265
1743	20544	97255
1744	20556	97245
1745	20568	97233
1746	20580	97222
1747	20592	97211
1748	20603	97196
1749	20614	97180
1750	20626	97171
1751	20637	97157
1752	20648	97142
1753	20661	97133
1754	20672	97117
1755	20684	97107
1756	20695	97095
1757	20707	97083
1758	20720	97075
1759	20732	97065
1760	20743	97052
1761	20754	97037
1762	20766	97024
1763	20778	97011
1764	20790	97004
1765	20801	96988
1766	20812	96973
1767	20824	96962
1768	20835	96945
1769	20847	96933
1770	20859	96924
1771	20870	96910
1772	20882	96897
1773	20893	96883
1774	20905	96872
1775	20918	96864
1776	20930	96854
1777	20942	96842
1778	20953	96830
1779	20965	96816
1780	20976	96801
1781	20988	96789
1782	21000	96779
1783	21011	96766
1784	21023	96756
1785	21036	96749
1786	21049	96741
1787	21061	96732
1788	21073	96723
1789	21086	96713
1790	21098	96703
1791	21109	96690
1792	21121	96679
1793	21132	96664
1794	21144	96653
1795	21157	96645
1796	21169	96633
1797	21179	96616
1798	21192	96609
1799	21205	96602
1800	21217	96589
1801	21228	96577
1802	21241	96568
1803	21253	96561
1804	21265	96550
1805	21277	96539
1806	21290	96531
1807	21302	96519
1808	21314	96508
1809	21326	96500
1810	21338	96489
1811	21350	96479
1812	21362	96466
1813	21373	96452
1814	21384	96438
1815	21397	96428
1816	21408	96416
1817	21420	96403
1818	21432	96394
1819	21445	96384
1820	21456	96373
1821	21469	96365
1822	21481	96355
1823	21493	96341
1824	21505	96330
1825	21517	96321
1826	21529	96309
1827	21540	96294
1828	21552	96282
1829	21564	96272
1830	21576	96262
1831	21587	96247
1832	21599	96239
1833	21612	96229
1834	21624	96220
1835	21637	96212
1836	21649	96205
1837	21662	96196
1838	21674	96185
1839	21686	96173
1840	21698	96164
1841	21711	96156
1842	21723	96147
1843	21735	96137
1844	21747	96125
1845	21759	96115
1846	21772	96106
1847	21784	96096
1848	21796	96087
1849	21809	96080
1850	21822	96071
1851	21833	96056
1852	21844	96043
1853	21857	96037
1854	21869	96027
1855	21882	96018
1856	21894	96010
1857	21907	96001
1858	21919	95989
1859	21930	95976
1860	21942	95966
1861	21954	95955
1862	21966	95943
1863	21978	95930
1864	21989	95915
1865	22000	95899
1866	22011	95887
1867	22024	95878
1868	22035	95863
1869	22045	95845
1870	22057	95833
1871	22069	95822
1872	22080	95808
1873	22092	95796
1874	22103	95780
1875	22114	95767
1876	22126	95755
1877	22138	95743
1878	22149	95730
1879	22160	95715
1880	22171	95701
1881	22183	95687
1882	22195	95676
1883	22207	95664
1884	22218	95650
1885	22230	95640
1886	22242	95629
1887	22253	95616
1888	22265	95605
1889	22276	95588
1890	22289	95580
1891	22300	95566
1892	22311	95553
1893	22324	95543
1894	22335	95528
1895	22346	95513
1896	22357	95497
1897	22368	95484
1898	22379	95471
1899	22391	95458
1900	22403	95448
1901	22414	95433
1902	22425	95418
1903	22437	95406
1904	22449	95393
1905	22460	95380
1906	22472	95367
1907	22483	95356
1908	22495	95342
1909	22507	95332
1910	22519	95321
1911	22530	95308
1912	22542	95296
1913	22553	95279
1914	22565	95269
1915	22575	95251
1916	22586	95236
1917	22599	95226
1918	22610	95212
1919	22620	95196
1920	22631	95180
1921	22642	95163
1922	22653	95150
1923	22664	95134
1924	22675	95120
1925	22687	95107
1926	22699	95095
1927	22711	95084
1928	22722	95071
1929	22733	95056
1930	22745	95046
1931	22756	95029
1932	22767	95017
1933	22779	95003
1934	22791	94993
1935	22802	94980
1936	22814	94969
1937	22825	94954
1938	22837	94941
1939	22848	94927
1940	22860	94915
1941	22871	94899
1942	22882	94888
1943	22893	94872
1944	22904	94856
1945	22916	94847
1946	22928	94835
1947	22940	94822
1948	22952	94811
1949	22962	94795
1950	22973	94779
1951	22985	94768
1952	22996	94754
1953	23008	94740
1954	23019	94726
1955	23031	94716
1956	23041	94699
1957	23053	94687
1958	23064	94670
1959	23075	94657
1960	23086	94642
1961	23098	94629
1962	23109	94615
1963	23120	94602
1964	23132	94590
1965	23144	94577
1966	23155	94562
1967	23166	94551
1968	23178	94540
1969	23190	94526
1970	23202	94515
1971	23213	94502
1972	23225	94489
1973	23236	94474
1974	23246	94458
1975	23258	94447
1976	23269	94432
1977	23280	94414
1978	23291	94402
1979	23302	94387
1980	23314	94375
1981	23325	94362
1982	23337	94348
1983	23348	94337
1984	23361	94326
1985	23372	94313
1986	23384	94304
1987	23397	94294
1988	23408	94281
1989	23419	94266
1990	23432	94259
1991	23443	94245
1992	23453	94227
1993	23465	94214
1994	23477	94203
1995	23489	94191
1996	23500	94178
1997	23511	94165
1998	23522	94148
1999	23533	94134
2000	23546	94127
2001	23558	94116
2002	23570	94104
2003	23581	94089
2004	23591	94073
2005	23604	94063
2006	23615	94049
2007	23626	94037
2008	23638	94024
2009	23650	94013
2010	23662	94001
2011	23673	93987
2012	23684	93973
2013	23696	93960
2014	23706	93945
2015	23718	93933
2016	23728	93915
2017	23740	93902
2018	23751	93888
2019	23762	93874
2020	23774	93861
2021	23786	93850
2022	23797	93835
2023	23809	93825
2024	23820	93811
2025	23832	93802
2026	23844	93791
2027	23856	93779
2028	23867	93764
2029	23877	93747
2030	23890	93739
2031	23901	93723
2032	23912	93709
2033	23923	93696
2034	23935	93684
2035	23947	93673
2036	23958	93658
2037	23969	93643
2038	23980	93629
2039	23991	93615
2040	24002	93598
2041	24014	93587
2042	24025	93574
2043	24037	93563
2044	24049	93553
2045	24061	93541
2046	24073	93530
2047	24084	93516
2048	24098	93510
2049	24110	93500
2050	24122	93489
2051	24133	93475
2052	24145	93464
2053	24157	93454
2054	24169	93443
2055	24180	93429
2056	24191	93414
2057	24202	93401
2058	24213	93384
2059	24224	93371
2060	24236	93359
2061	24247	93345
2062	24260	93336
2063	24271	93322
2064	24282	93306
2065	24293	93295
2066	24305	93284
2067	24317	93272
2068	24329	93259
2069	24340	93245
2070	24351	93233
2071	24362	93218
2072	24374	93205
2073	24385	93192
2074	24395	93174
2075	24407	93163
2076	24418	93147
2077	24430	93135
2078	24441	93120
2079	24451	93103
2080	24463	93093
2081	24474	93079
2082	24486	93066
2083	24497	93053
2084	24509	93042
2085	24522	93035
2086	24534	93023
2087	24544	93007
2088	24556	92994
2089	24567	92980
2090	24579	92969
2091	24591	92960
2092	24603	92948
2093	24614	92932
2094	24625	92920
2095	24636	92905
2096	24648	92892
2097	24660	92880
2098	24671	92866
2099	24681	92851
2100	24693	92837
2101	24704	92822
2102	24715	92808
2103	24726	92796
2104	24738	92785
2105	24750	92773
2106	24760	92755
2107	24771	92741
2108	24782	92727
2109	24794	92713
2110	24805	92701
2111	24817	92690
2112	24828	92674
2113	24840	92663
2114	24851	92649
2115	24863	92638
2116	24874	92624
2117	24886	92611
2118	24897	92598
2119	24908	92584
2120	24920	92573
2121	24932	92562
2122	24944	92551
2123	24956	92539
2124	24966	92524
2125	24978	92512
2126	24990	92500
2127	25001	92488
2128	25013	92474
2129	25024	92461
2130	25036	92449
2131	25047	92437
2132	25059	92426
2133	25070	92411
2134	25082	92400
2135	25094	92388
2136	25105	92375
2137	25117	92365
2138	25129	92354
2139	25141	92341
2140	25152	92325
2141	25162	92308
2142	25173	92295
2143	25184	92279
2144	25195	92265
2145	25205	92249
2146	25216	92233
2147	25226	92215
2148	25237	92202
2149	25249	92190
2150	25261	92178
2151	25273	92169
2152	25285	92157
2153	25297	92145
2154	25309	92134
2155	25321	92124
2156	25332	92110
2157	25344	92098
2158	25355	92085
2159	25367	92073
2160	25379	92062
2161	25389	92045
2162	25400	92031
2163	25412	92019
2164	25423	92006
2165	25436	91997
2166	25447	91983
2167	25458	91970
2168	25469	91956
2169	25480	91941
2170	25491	91928
2171	25502	91914
2172	25513	91899
2173	25525	91885
2174	25536	91873
2175	25547	91858
2176	25559	91848
2177	25570	91834
2178	25581	91819
2179	25592	91804
2180	25604	91792
2181	25615	91778
2182	25627	91767
2183	25639	91756
2184	25650	91743
2185	25662	91732
2186	25673	91716
2187	25684	91704
2188	25696	91691
2189	25707	91678
2190	25718	91664
2191	25730	91651
2192	25741	91638
2193	25752	91625
2194	25764	91614
2195	25775	91599
2196	25787	91588
2197	25798	91574
2198	25810	91561
2199	25821	91548
2200	25832	91534
2201	25843	91519
2202	25854	91505
2203	25866	91494
2204	25877	91482
2205	25889	91471
2206	25900	91454
2207	25910	91438
2208	25922	91427
2209	25933	91413
2210	25945	91402
2211	25957	91392
2212	25969	91379
2213	25980	91366
2214	25990	91349
2215	26002	91337
2216	26014	91324
2217	26024	91309
2218	26036	91299
2219	26047	91284
2220	26060	91275
2221	26073	91268
2222	26085	91256
2223	26097	91246
2224	26108	91232
2225	26119	91220
2226	26131	91207
2227	26143	91195
2228	26154	91183
2229	26166	91171
2230	26178	91160
2231	26188	91144
2232	26199	91130
2233	26210	91116
2234	26223	91106
2235	26233	91091
2236	26244	91076
2237	26255	91061
2238	26267	91049
2239	26279	91038
2240	26290	91024
2241	26302	91013
2242	26314	91003
2243	26325	90989
2244	26338	90981
2245	26350	90972
2246	26363	90962
2247	26374	90950
2248	26386	90938
2249	26397	90925
2250	26409	90915
2251	26422	90905
2252	26434	90895
2253	26445	90882
2254	26457	90870
2255	26468	90856
2256	26481	90848
2257	26493	90838
2258	26505	90826
2259	26517	90815
2260	26529	90807
2261	26542	90799
2262	26554	90789
2263	26567	90779
2264	26578	90767
2265	26591	90757
2266	26604	90749
2267	26616	90741
2268	26628	90730
2269	26641	90722
2270	26653	90711
2271	26665	90701
2272	26677	90689
